year,id,age,sex,race,degree,educ,region,marital,childs,wrkstat,hrs1,income_2000dollars,class,party,political_views,pres20,gunlaw,cappun,cannabis_legal,happy,health,life,trust,satfin,mental_health_bad_days,relig,attend,god,postlife,bible
2022,131,40,male,other,graduate,18,northeast,never married,0,working full time,57,4747.5,lower class,not very strong democrat,"moderate, middle of the road",,oppose,don't know,should be legal,not too happy,good,exciting,depends,not satisfied at all,0,catholic,never,no doubts,yes,inspired word
2022,132,43,male,other,graduate,18,northeast,married,0,working full time,40,42727.5,working class,not very strong democrat,slightly liberal,,,oppose,should be legal,pretty happy,good,,can't be too careful,more or less satisfied,0,protestant,several times a week,no doubts,yes,inspired word
2022,133,26,male,black,graduate,17,northeast,never married,0,working full time,45,34815,working class,"independent, close to republican",slightly conservative,don't know,,oppose,should be legal,pretty happy,good,,can't be too careful,not satisfied at all,0,other,several times a year,believe with doubts,yes,ancient book
2022,134,80,male,white,high school,12,northeast,married,2,retired,,,middle class,"independent, close to democrat",liberal,biden,,oppose,,pretty happy,good,,,more or less satisfied,,none,never,don't believe,no,ancient book
2022,135,34,female,,less than high school,11,northeast,never married,2,"unemployed, laid off, looking for work",,,working class,not very strong democrat,slightly liberal,,,favor,should be legal,not too happy,fair,,can't be too careful,not satisfied at all,,catholic,never,believe with doubts,yes,inspired word
2022,136,26,female,other,high school,12,northeast,never married,0,"unemployed, laid off, looking for work",,,don't know,"independent (neither, no response)",slightly liberal,,,favor,should be legal,not too happy,good,,can't be too careful,not satisfied at all,,catholic,never,believe sometimes,no,ancient book
2022,137,56,female,black,associate/junior college,14,northeast,widowed,3,working full time,39,10286.25,working class,not very strong democrat,"moderate, middle of the road",biden,,favor,,not too happy,good,,,more or less satisfied,2,muslim/islam,several times a year,no doubts,,
2022,138,32,female,black,high school,12,northeast,never married,8,keeping house,,,middle class,"independent (neither, no response)","moderate, middle of the road",other candidate,favor,favor,,not too happy,good,routine,,not satisfied at all,,none,never,,yes,don't know
2022,139,23,female,white,bachelor's,16,northeast,never married,0,working full time,55,28485,middle class,strong democrat,liberal,biden,favor,oppose,should be legal,very happy,good,exciting,most people can be trusted,pretty well satisfied,2,none,about once or twice a year,higher power,don't know,ancient book
2022,140,34,female,white,bachelor's,16,northeast,divorced,0,working full time,40,75960,middle class,strong democrat,liberal,biden,,oppose,,not too happy,fair,,,more or less satisfied,3,none,never,don't believe,,
2022,141,,female,other,graduate,19,northeast,never married,0,working full time,36,,middle class,not very strong democrat,conservative,,favor,favor,,pretty happy,good,routine,,pretty well satisfied,0,none,never,,,
2022,142,79,male,black,graduate,16,northeast,married,4,retired,,,middle class,not very strong democrat,extremely liberal,biden,favor,favor,,pretty happy,excellent,routine,,pretty well satisfied,,catholic,several times a year,,no,word of god
2022,143,36,male,black,bachelor's,18,northeast,married,3,working full time,42,63300,middle class,"independent, close to democrat","moderate, middle of the road",biden,favor,don't know,,not too happy,good,routine,,not satisfied at all,0,protestant,nearly every week,,yes,ancient book
2022,144,,female,black,bachelor's,16,northeast,divorced,2,retired,,,middle class,,"moderate, middle of the road",,,oppose,should be legal,pretty happy,good,,can't be too careful,pretty well satisfied,,,,,yes,
2022,145,69,male,black,high school,14,northeast,married,3,retired,,,working class,"independent, close to democrat","moderate, middle of the road",biden,favor,oppose,,pretty happy,fair,exciting,,pretty well satisfied,,protestant,2-3 times a month,no doubts,,
2022,146,56,female,black,less than high school,14,northeast,never married,5,"unemployed, laid off, looking for work",,,working class,,,,favor,oppose,,very happy,good,exciting,,more or less satisfied,,protestant,2-3 times a month,,yes,word of god
2022,147,,female,other,bachelor's,16,northeast,married,2,retired,,,middle class,strong democrat,,biden,favor,oppose,,very happy,excellent,exciting,,pretty well satisfied,,catholic,less than once a year,believe with doubts,,
2022,148,36,female,black,associate/junior college,16,northeast,never married,3,keeping house,,13451.25,working class,"independent (neither, no response)","moderate, middle of the road",biden,favor,favor,,very happy,good,exciting,,more or less satisfied,,protestant,every week,,yes,inspired word
2022,149,,female,black,bachelor's,16,northeast,separated,2,working full time,45,,working class,,,,favor,oppose,,pretty happy,good,exciting,,pretty well satisfied,,protestant,2-3 times a month,,yes,word of god
2022,150,29,male,black,graduate,18,northeast,never married,0,working full time,45,88620,middle class,"independent, close to democrat",slightly liberal,biden,,oppose,don't know,pretty happy,good,,can't be too careful,more or less satisfied,,catholic,about once a month,believe with doubts,yes,inspired word
2022,151,44,female,other,high school,11,northeast,never married,0,working full time,60,52222.5,working class,strong democrat,"moderate, middle of the road",biden,favor,oppose,,pretty happy,good,exciting,,more or less satisfied,2,catholic,less than once a year,,,
2022,152,37,male,other,less than high school,10,northeast,married,2,working full time,,,working class,"independent (neither, no response)",conservative,,favor,oppose,,very happy,excellent,exciting,,not satisfied at all,0,none,never,,,
2022,153,70,male,white,bachelor's,18,northeast,divorced,4,retired,,,middle class,not very strong democrat,"moderate, middle of the road",biden,favor,favor,,pretty happy,fair,routine,,pretty well satisfied,,jewish,less than once a year,higher power,,
2022,154,,female,white,less than high school,13,northeast,never married,,in school,,,working class,not very strong democrat,liberal,,favor,oppose,,not too happy,good,routine,,more or less satisfied,,none,about once or twice a year,"don't know, no way to find out",,
2022,155,62,male,white,high school,12,northeast,separated,2,retired,,,middle class,"independent, close to republican",conservative,trump,,favor,should not be legal,pretty happy,excellent,,can't be too careful,pretty well satisfied,,catholic,never,no doubts,yes,inspired word
2022,156,24,female,white,bachelor's,16,northeast,never married,0,working full time,40,28485,middle class,"independent, close to democrat",slightly liberal,,,oppose,should be legal,pretty happy,excellent,,can't be too careful,pretty well satisfied,3,none,never,higher power,no,inspired word
2022,157,83,female,other,high school,12,northeast,widowed,2,keeping house,,,upper class,strong democrat,slightly liberal,biden,,oppose,,pretty happy,good,,,more or less satisfied,,hinduism,about once a month,no doubts,yes,word of god
2022,158,71,male,white,bachelor's,17,northeast,separated,1,retired,,,middle class,"independent (neither, no response)",slightly conservative,biden,favor,favor,,pretty happy,good,routine,,more or less satisfied,,catholic,several times a year,,,
2022,159,68,male,white,bachelor's,16,northeast,married,0,working full time,40,63300,middle class,not very strong democrat,conservative,trump,oppose,favor,,pretty happy,good,exciting,,pretty well satisfied,0,jewish,never,,,
2022,160,,female,,high school,12,northeast,divorced,2,working full time,7,,working class,,slightly conservative,,favor,,don't know,don't know,good,routine,can't be too careful,more or less satisfied,20,protestant,,no doubts,yes,inspired word
2022,161,74,male,other,bachelor's,19,northeast,married,2,working full time,40,63300,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,very happy,good,routine,,more or less satisfied,0,hinduism,about once a month,no doubts,,
2022,162,46,female,black,bachelor's,16,northeast,never married,0,working full time,40,42727.5,don't know,"independent (neither, no response)",don't know,,,favor,should be legal,pretty happy,good,,can't be too careful,pretty well satisfied,0,muslim/islam,several times a year,no doubts,yes,inspired word
2022,163,48,male,other,bachelor's,17,northeast,married,4,working full time,35,23737.5,working class,"independent (neither, no response)","moderate, middle of the road",didn't vote for president,,oppose,should not be legal,not too happy,fair,,can't be too careful,more or less satisfied,15,muslim/islam,several times a year,no doubts,yes,inspired word
2022,164,55,female,white,graduate,20,northeast,married,2,working full time,40,75960,middle class,strong republican,extremely conservative,trump,oppose,favor,,very happy,good,exciting,,more or less satisfied,0,catholic,never,,yes,inspired word
2022,165,46,female,white,high school,12,northeast,married,2,keeping house,,,working class,not very strong republican,slightly conservative,,favor,favor,should not be legal,very happy,excellent,exciting,depends,more or less satisfied,,catholic,several times a year,believe with doubts,don't know,inspired word
2022,166,40,female,white,graduate,18,northeast,married,2,working full time,44,88620,middle class,strong democrat,liberal,biden,favor,oppose,,very happy,good,exciting,,more or less satisfied,5,none,never,,,
2022,167,63,female,white,bachelor's,16,northeast,separated,3,retired,,,middle class,"independent, close to democrat",slightly conservative,biden,,oppose,don't know,pretty happy,poor,,can't be too careful,not satisfied at all,,catholic,about once or twice a year,no doubts,yes,inspired word
